,All,ID,Testing Type,Year,Test No,Asker,Section,Customer,Engine,Emission,SAP No,PEP Phase,Ratio,Cylinder,Duty,System Pressure,Injector  Type,Flow Rate,Needle Lift,Injector PN,Nozzle PN,Rail Type,Volume,PRT,RIT,"w/ PLV 
or PCV",Rail_PN,SN,Pump Type,Pump PN,SN2,HPP P2R,HPP R2I,ECU Type,TB Dataset,Tester,TB,EMI,Start Date,Finish Date,Actual Effort,Mounting,Testing,Idle,Downtime,Description,Remarks,Pressure sensor,Flowmeter,HDA ,EVI,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249
24,,25.0,ET-MAP,2007,2007/041,Gu Mengjun,ESD5,YuChai,YC6G,EU3,30-102204,,4/3,6,MD,1400.0,CRIN2-16,700,0.3,0445 B29 017,B433 202 933,LWR,27,-,1.1,,B445 226 507,023116.01,CP3.3N-16/3,0445 020 065,00053,285x8.0x3.5,480x8.0x3.5,EDC7UC31,,Wei Qiang/Yang Meisheng,H1903,,2007.07.27,2007.07.30,16,7.5,6.5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,26.0,ET-MAP,2007,2007/042,Gu Mengjun,ESD5,YuChai,YC6G,EU3,30-102204,,4/3,6,MD,1600.0,CRIN2-16,650,0.3,0445 B29 018,B433 202 934,LWR,27,-,1.1,,B445 226 507,023116.01,CP3.3N-16/3,0445 020 065,00053,285x8.0x3.5,480x8.0x3.5,EDC7UC31,,Wei Qiang,H1903,,2007.08.06,2007.08.14,51,17,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,27.0,ET-MAP,2007,2007/042,Gu Mengjun,ESD5,YuChai,YC6G,EU3,30-102204,,4/3,6,MD,1400.0,CRIN2-16,600,0.3,0445 B29 019,B433 202 935,LWR,27,-,1.1,,B445 226 507,023116.01,CP3.3N-16/3,0445 020 065,00053,285x8.0x3.5,480x8.0x3.5,EDC7UC31,,Wei Qiang,H1903,,2007.08.06,2007.08.14,51,17,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,28.0,ET-MAP,2007,2007/042,Gu Mengjun,ESD5,YuChai,YC6G,EU3,30-102204,,4/3,6,MD,1400.0,CRIN2-16,700,0.3,0445 B29 020,B433 202 936,LWR,27,-,1.1,,B445 226 507,023116.01,CP3.3N-16/3,0445 020 065,00053,285x8.0x3.5,480x8.0x3.5,EDC7UC31,,Wei Qiang,H1903,,2007.08.06,2007.08.14,51,17,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,29.0,ET-MAP,2007,2007/042,Gu Mengjun,ESD5,YuChai,YC6G,EU3,30-102204,,4/3,6,MD,1400.0,CRIN2-16,650,0.3,0445 B29 021,B433 202 937,LWR,27,-,1.1,,B445 226 507,023116.01,CP3.3N-16/3,0445 020 065,00053,285x8.0x3.5,480x8.0x3.5,EDC7UC31,,Wei Qiang,H1903,,2007.08.06,2007.08.14,51,17,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,30.0,ET-MAP,2007,2007/042,Gu Mengjun,ESD5,YuChai,YC6G,EU3,30-102204,,4/3,6,MD,1400.0,CRIN2-16,600,0.3,0445 B29 022,B433 202 938,LWR,27,-,1.1,,B445 226 507,023116.01,CP3.3N-16/3,0445 020 065,00053,285x8.0x3.5,480x8.0x3.5,EDC7UC31,,Wei Qiang,H1903,,2007.08.06,2007.08.14,51,17,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,31.0,ET-MAP,2010,2010/042,Yang Xu,COS,DCD ,4102H-EGR,CN4/EU4,30-103676,RESV,2/3,4,LD,1600.0,CRI2-16,335,0.85,B 445 160 305_04,B 433 206 831-00,HFR,15,no,0.85,,B 445 514 009,029503,CP1H-16/3,0 445 010 159,00001,193×6×3,324×6×3,EDC16UC40_4.00 HW01,P516_V45,Yang Yue,H1902,EMI2-1818,2010-06-24 00:00:00,2010-06-30 00:00:00,31,8.5,22.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,32.0,ET-MAP,2007,2007/046,Chen Bin,ESD5,FAWDE,CA6DL2,CN4/EU4,30-100060,,1/2,6,HD,1600.0,CRIN2-16,,,,,LWR,,,,,B445226390,016451,CPN2-16/2,F01G B00 01D,5851600508,572x6.35x3.0,327.5x6.35x3.0,EDC7UC31,,Xu Xin/Wei qiang,H1903,,2008.08.16,2008.08.17,16,8,7.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,33.0,ET-MAP,2007,2007/047,Zhao Feng,ESD5,DCEC,ISDe,EU3,30-101038,,4/3,4,MD,1600.0,CRIN1-16,500,0.21,0445 120 123,0433 175 481,LWR,27,-,1.1,,B445 226 507,023116,CP3.3N-16/3,0445 020 065,00053,724x8.0x4.0,275x8.0x4.0,EDC7UC31,,Xu Xin/Wei Qiang,H1903,,2008.08.17,2008.08.21,35,18,16.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,34.0,ET-MAP,2010,2010/042,Yang Xu,COS,DCD ,4102H-EGR,CN4/EU4,30-103676,RESV,2/3,4,LD,1600.0,CRI2-16,360,0.85,B 445 160 305_05,B 433 206 834-00,HFR,15,no,0.85,,B 445 514 009,029503,CP1H-16/3,0 445 010 159,00001,193×6×3,324×6×3,EDC16UC40_4.00 HW01,P516_V45,Yang Yue,H1902,EMI2-1818,2010-06-24 00:00:00,2010-06-30 00:00:00,31,8.5,22.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,35.0,ET-MAP,2007,2007/050,Cai Ji,SFA1,FAWDE,6DM2,EU3,30-101222,,1/2,6,HD,1600.0,CRIN2-16,955,0.3,0445 Y29 027,B433 202 479,WFR,44,1.1,1.1,,0445 226 053,,CPN2-16/2+,0445 020 064,,675x8.0x4.0,465x8.0x4.0,EDC7UC31,,Shi Zhongguang,H1902,,2007.09.29,2007.10.10,40,16,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,36.0,ET-MAP,2007,2007/051,Tang Yonghua,ESD5,WeiChai,WD12,EU3,30-103122,,1/2,6,HD,1600.0,CRIN2-16,850,0.3,0445 B29 057,B433 203 235,WFR,44,1.1,1.1,,0445 226 053,,CPN2-16/2,F01G B00 01D,,"411.8x8.0x4.0
408.7x8.0x4.0",414x8.0x4.0,EDC7UC31,,Jia WenChao/Yang Meisheng,H1902,,2007.10.17,2007.10.19,24,8,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,37.0,ET-MAP,2007,2007/026,Sun Zeqiang,EVL2,DCD,4102H,EU3,30-101402,,2/3,4,LD,1600.0,CRI2-16,,0.85,B118 046_01,,LWR,,,,,B445 214 951,,CP1H-16/3,B445 010 898,,195x6.35x3.0,324x6.35x3.0,EDC16C39,,Wei Qiang,H1906,,2007.05.18,2007.05.21,9.5,3,6.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,38.0,Running change,2009,2009/084,Dong mingzhe,ESD4,JMC,4JB1,EU3,30-001004,,2/3,4,LD,,CRI2-16,345,0.85,0445 110 305,B433 205 708-00,LWR,14,-,0.85,,0445 214 126,000050,CP1H-16/3,0445 010 159,00003,211x6.0x3.0,237x6.0x3.0,EDC16C39,C452_V50,Wang zhenfeng,H1903,,2009.11.10,2009.11.24,64,8,56,0,0,Verify the influence of rail changing on the injection quantity and Peak pressure measurement,rail layout difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,39.0,ET-MAP,2012,2012/059,Ma Huiqing ,COS,Velff ,JE493-LD,CN4/EU4,30-106593,PLAN, 0.666666666666667,4,LD,1600.0,CRI2-16,B433208994/344cm3/30s@100bar,0.85,B445 161 772/0018 0019 0020 0022(MV),B433208994,HFR,15,no,0.85,,B 445 514 009,029503,CP1H,0 445 010 198,00056,211x6.0x3.0,230x6.0x3.0,EDC17C55_1.90,P978V20,Liu Chao,H1902,EMI2-2114,2012-07-13 00:00:00,2012-07-17 00:00:00,13.5,7.5,6,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,40.0,ET-MAP,2010,2010/069,Zhang Helen,COS,Naveco ,CRS2-16,CN4/EU4,30-104108,RESV,2/3,4,LD,1600.0,CRI2-16,400,0.85,B 445 160 200_04,B 433 207 143,HFR,15,no,no,,B 445 514 010,029509,CP1H-16/3,0 445 010 159,00218,220.9x6.0x3.0,203x6.0x3.0,EDC16C39_6.K1,C452V50,Zhou Bin,H1903,EMI2-1803,2010-09-19 00:00:00,2010-09-25 00:00:00,20.5,9,11.5,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,41.0,ET-MAP,2007,2007/054,Gu Mengjun,ESD5,YuChai,YC6L,EU3,30-101727,,1/2,6,HD,1600.0,CRIN2-16,690,0.3,B445 121 696,B433 202 339,LWR,,,,,,,CPN2-16/2+,,,,,,,Jia WenChao/Schwarz Wenzel,H1902,,2007.12.19,2007.12.25,48,20,12,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,42.0,Filter investigation,2007,2007/057,Wu Qian,ESD4,JME,VM425,EU3,30-100205,,,4,LD,,,,,,,,,,,,,,,,,,,,,Zhou Bin,EFS,,2007.12.27,2008.01.04,32,8,16,8,0,Pressure drop test,,850159   850124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,43.0,ET-MAP,2007,2007/058,Zhang Tian,ESD5,WeiChai,WD12,EU3,30-103122,,1/2,6,HD,1600.0,CRIN2-16,800,0.3,0445 B29 056,B433 203 234,WFR,,,,,,,CPN2-16/2+,,,411.8x8.0x4.0,414x8.0x4.0,EDC7UC31,,Yang Meisheng,H1902,,2007.12.26,2007.12.28,16,6,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,44.0,ET-MAP,2008,2008/001,Gu Mengjun,ESD5,YuChai,YC6M,EU3,30-101439,,1/2,6,HD,1600.0,CRIN2-16,820,0.3,B445 121 601,B433 202 588,LWR,26.5,1.1,1.1,,B445 226 390,016447,CPN2-16/2+,,,540x8.0x3.6,350x8.0x3.6,EDC7UC31,,Schwarz Wenzel,H1902,,2008.01.03,2008.01.07,28.5,7,16.5,5,0,C-sample; engine/vehicle application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,45.0,ET-MAP,2008,2008/003,Jiang Zhe,EPD1,DFL,4H,EU3,30-001243,,4/3,4,MD,1600.0,CRIN2-16,600,0.25,B445 121 711,B433 202 403,HFR,15.2,,,,B445 224 221,,CP3.3N-16/3,B413 030 339_03,001202,470x8.0x3.0,295x8.0x3.0,EDC7UC31,,Schwarz Wenzel,H1902,,2008.01.14,2008.01.16,19.5,6,12.5,1,0,C-sample; engine/vehicle application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,46.0,ET-MAP,2010,2010/073,Zhang Helen,COS,Naveco ,CRS2-16,CN4/EU4,30-104108,RESV,2/3,4,LD,1600.0,CRI2-16,400,0.85,B 445 160 200_04,B 433 207 142-00,HFR,15,no,no,,B 445 514 010,029509,CP1H-16/3,0 445 010 159,00003,220.9x6.0x3.0,203x6.0x3.0,EDC17C55_1.90,P978V20,Zhou Bin,H1906,EMI2-1817,2010-10-11 00:00:00,2010-10-15 00:00:00,34.5,9.5,25,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,47.0,ET-MAP,2010,2010/073,Zhang Helen,COS,Naveco ,CRS2-16,CN4/EU4,30-104108,RESV,2/3,4,LD,1600.0,CRI2-16,375,0.85,B 445 160 200_01,B 433 207 145-00,HFR,15,no,no,,B 445 514 010,029509,CP1H-16/3,0 445 010 159,00003,220.9x6.0x3.0,203x6.0x3.0,EDC17C55_1.90,P978V20,Zhou Bin,H1906,EMI2-1817,2010-10-11 00:00:00,2010-10-15 00:00:00,34.5,9.5,25,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,48.0,ET-MAP,2010,2010/073,Zhang Helen,COS,Naveco ,CRS2-16,CN4/EU4,30-104108,RESV,2/3,4,LD,1600.0,CRI2-16,375,0.85,B 445 160 200_02,B 433 207 144-00,HFR,15,no,no,,B 445 514 010,029509,CP1H-16/3,0 445 010 159,00003,220.9x6.0x3.0,203x6.0x3.0,EDC17C55_1.90,P978V20,Zhou Bin,H1906,EMI2-1817,2010-10-11 00:00:00,2010-10-15 00:00:00,34.5,9.5,25,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,49.0,Filter investigation,2008,2008/010,Li yulong,ESD5,DCD,4D47,EU3,30-101400,,,4,MD,,,,,,,,,,,,,,,,,,,,,Zhou Bin,EFS,,2008.02.25,2008.02.26,11.5,4.5,6,1,0,Pressure drop test,,P644-K1 11156006; P644-K1 11156013,LSV500 84019931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,50.0,ET-MAP,2011,2011/043,Zhou Yu,ESD3,Naveco ,CRS2-16,CN4/EU4,30-104108,WORK,2/3,4,LD,1600.0,CRI2-16,208022/ 425cm^3/30s,0.85,0 445 110 422,208022,HFR,15,no,0.85,,B 445 514 023,027746,CP1H,0 445 010 159,00218,220.9x6.35x3,203x6.35x3.6,EDC17C04_6.90,P723V41,Chen Ying,H1901,EMI2-1803,2011-05-11 00:00:00,2011-05-13 00:00:00,19.5,6.5,13,0,0,B-sample; nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,51.0,Rail pressure investigation,2008,2008/013,Tang Yonghua,ESD5,Weichai,WP12,EU3,30-001249,,1/2,6,HD,,CRIN2-16,,,0445 120 083,,WFR,,,,,0445226053,,CPN2-16/2+,0445 020 064,,379x8.0x3.6,297x8.0x3.6,EDC7UC31,,Zhou Bin,H1902,,2008.03.10,2008.03.13,29.5,14.5,15,0,0,Rail pressure decrease in overspeed with HPC leakage,HPC leakge simulated by Sitec Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
